Path,Attribute,Type,Required,Size,Pattern,Example,Description,Constraints
"Booking / requestedEquipments / containerPositionings / location / UNLocationCode",UNLocationCode,string,,"minLength=5
maxLength=5","^[A-Z]{2}[A-Z2-9]{3}$",NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"Booking / requestedEquipments / customsReferences",customsReferences,"CustomsReference list",,,,,"A list of `Customs references`",
"Booking / requestedEquipments / customsReferences / countryCode",countryCode,string,yes,"minLength=2
maxLength=2","^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"Booking / requestedEquipments / customsReferences / type",type,string,yes,maxLength=50,"^\S(?:.*\S)?$",CUS,"The reference type code as defined in the relevant customs jurisdiction.",
"Booking / requestedEquipments / customsReferences / values",values,"string list",yes,"minItems=1
maxLength=35","^\S(?:.*\S)?$",,"
Item description:
The value of the `customsReference`",
"Booking / requestedEquipments / emptyContainerPickup",emptyContainerPickup,EmptyContainerPickup,,,,,"The date and time and location for the empty container pick-up.

**Condition:** Only applicable to merchant haulage service at origin (`Receipt type at origin = 'CY'`).",
"Booking / requestedEquipments / emptyContainerPickup / dateTime",dateTime,"string(date-time)",,,,2024-09-04T09:41Z,"The date and time for the pick-up of the empty container(s) at the Empty container depot release location, if provided.",
"Booking / requestedEquipments / emptyContainerPickup / depotReleaseLocation",depotReleaseLocation,"EmptyContainerDepotReleaseLocation",,,,,"The location of the depot from which the empty container(s) will be released from",
"Booking / requestedEquipments / emptyContainerPickup / depotReleaseLocation / address",address,Address,,,,,"Address of the location.",
"Booking / requestedEquipments / emptyContainerPickup / depotReleaseLocation / address / city",city,string,yes,maxLength=35,"^\S(?:.*\S)?$",Amsterdam,"The name of the city.",
"Booking / requestedEquipments / emptyContainerPickup / depotReleaseLocation / address / countryCode",countryCode,string,yes,"minLength=2
maxLength=2","^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"Booking / requestedEquipments / emptyContainerPickup / depotReleaseLocation / address / floor",floor,string,,maxLength=50,"^\S(?:.*\S)?$",N/A,"The floor of the street number.",
"Booking / requestedEquipments / emptyContainerPickup / depotReleaseLocation / address / POBox",POBox,string,,maxLength=20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"Booking / requestedEquipments / emptyContainerPickup / depotReleaseLocation / address / postCode",postCode,string,,maxLength=10,,"1047 HM","The post code.",
"Booking / requestedEquipments / emptyContainerPickup / depotReleaseLocation / address / stateRegion",stateRegion,string,,maxLength=65,,"North Holland","The name of the state/region.",
"Booking / requestedEquipments / emptyContainerPickup / depotReleaseLocation / address / street",street,string,yes,maxLength=70,,Ruijggoordweg,"The name of the street.",
"Booking / requestedEquipments / emptyContainerPickup / depotReleaseLocation / address / streetNumber",streetNumber,string,,maxLength=50,,100,"The number of the street.",
"Booking / requestedEquipments / emptyContainerPickup / depotReleaseLocation / facility",facility,Facility,,,,,"Facility information for the location.",
"Booking / requestedEquipments / emptyContainerPickup / depotReleaseLocation / facility / facilityCode",facilityCode,string,yes,maxLength=6,"^\S(?:.*\S)?$",ADT,"The code used for identifying the specific facility. This code does not include the UN Location Code.

The definition of the code depends on the `facilityCodeListProvider`. As code list providers maintain multiple codeLists the following codeList is used:

- `SMDG` (the codeList used is the [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/))
- `BIC` (the codeList used is the [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"Booking / requestedEquipments / emptyContainerPickup / depotReleaseLocation / facility / facilityCodeListProvider",facilityCodeListProvider,string,yes,,,SMDG,"The provider used for identifying the facility Code. Some facility codes are only defined in combination with an `UN Location Code`
- `BIC` (Requires a UN Location Code)
- `SMDG` (Requires a UN Location Code)",
"Booking / requestedEquipments / emptyContainerPickup / depotReleaseLocation / geoCoordinate",geoCoordinate,GeoCoordinate,,,,,"Geographic coordinate (latitude/longitude) of the location.",
"Booking / requestedEquipments / emptyContainerPickup / depotReleaseLocation / geoCoordinate / latitude",latitude,string,yes,maxLength=10,,48.85855,"Geographic coordinate that specifies the north–south position of a point on the Earth's surface.",
"Booking / requestedEquipments / emptyContainerPickup / depotReleaseLocation / geoCoordinate / longitude",longitude,string,yes,maxLength=11,,2.294492036,"Geographic coordinate that specifies the east–west position of a point on the Earth's surface.",
"Booking / requestedEquipments / emptyContainerPickup / depotReleaseLocation / locationName",locationName,string,,maxLength=100,"^\S(?:.*\S)?$","Shanghai Shengdong International Container Terminal","The name of the location.",
"Booking / requestedEquipments / emptyContainerPickup / depotReleaseLocation / UNLocationCode",UNLocationCode,string,,"minLength=5
maxLength=5","^[A-Z]{2}[A-Z2-9]{3}$",NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"Booking / requestedEquipments / equipmentReferences",equipmentReferences,"string list",,maxLength=11,"^\S(?:.*\S)?$",,"A list of equipments to be used by the shipper if known at the time of booking
Item description:
The unique identifier for the equipment, which should follow the BIC ISO Container Identification Number where possible.

According to [ISO 6346](https://www.iso.org/standard/83558.html), a container identification code consists of a 4-letter prefix and a 7-digit number (composed of a 3-letter owner code, a category identifier, a serial number, and a check-digit).

If a container does not comply with [ISO 6346](https://www.iso.org/standard/83558.html), it is suggested to follow [Recommendation #2: Containers with non-ISO identification](https://smdg.org/documents/smdg-recommendations) from SMDG.
",
"Booking / requestedEquipments / isNonOperatingReefer",isNonOperatingReefer,boolean,,,,false,"If the equipment is a Reefer Container then setting this attribute will indicate that the container should be treated as a `DRY` container.

**Condition:** Only applicable if `ISOEquipmentCode` shows a Reefer type.",
"Booking / requestedEquipments / ISOEquipmentCode",ISOEquipmentCode,string,yes,maxLength=4,"^\S(?:.*\S)?$",22RT,"Unique code for the different equipment size and type used to transport commodities. The code can refer to one of ISO size type (e.g. 22G1) or ISO type group (e.g. 22GP) following the [ISO 6346](https://www.iso.org/standard/83558.html) standard.",
"Booking / requestedEquipments / isShipperOwned",isShipperOwned,boolean,yes,,,true,"Indicates whether the container is shipper owned (`SOC`).",
"Booking / requestedEquipments / references",references,"Reference list",,,,,"A list of `References`",
"Booking / requestedEquipments / references / type",type,string,yes,maxLength=3,,CR,"The reference type codes defined by DCSA. Possible values are:
- `CR` (Customer's Reference)
- `ECR` (Empty container release reference)
- `AKG` (Vehicle Identification Number)
- `AEF` (Customer Load Reference)",
"Booking / requestedEquipments / references / value",value,string,yes,maxLength=35,"^\S(?:.*\S)?$",HHL00103004,"The value of the reference.",
"Booking / requestedEquipments / tareWeight",tareWeight,TareWeight,,,,,"The weight of an empty container (gross container weight).

**Condition:** In case of Shipper Owned Containers (`SOC`) this is a required property",
"Booking / requestedEquipments / tareWeight / unit",unit,string,yes,,,KGM,"The unit of measure which can be expressed in imperial or metric terms
- `KGM` (Kilograms)
- `LBR` (Pounds)",
"Booking / requestedEquipments / tareWeight / value",value,"number(float)",yes,minimum=0,,4800,"The weight of an empty container (gross container weight).",
"Booking / requestedEquipments / units",units,"integer(int32)",yes,minimum=1,,3,"Number of requested equipment units.",
"Booking / routingReference",routingReference,string,,maxLength=5000,"^\S(?:.*\S)?$",Route123,"A reference to a predefined `route` specified in **Commercial Schedules - Point to Point**. When specifying this property - it is not needed to specify the following properties:
  - `vessel` which includes:
    - `vesselName`
    - `vesselIMONumber`
  - `carrierServiceName`
  - `carrierServiceCode`
  - `universalServiceReference`
  - `carrierExportVoyageNumber`
  - `universalExportVoyageReference`
  - `expectedDepartureDate`
  - `expectedArrivalAtPlaceOfDeliveryStartDate` or `expectedArrivalAtPlaceOfDeliveryEndDate`
  - the following `locationTypeCode` in `shipmentLocations`:
    - `PRE` (Place of Receipt)
    - `POL` (Port of Loading)
    - `POD` (Port of Discharge)
    - `PDE` (Place of Delivery)",
"Booking / serviceContractReference",serviceContractReference,string,,maxLength=30,,HHL51800000,"Reference number for agreement between shipper and carrier, which optionally includes a certain minimum quantity commitment (usually referred as “MQC”) of cargo that the shipper commits to over a fixed period, and the carrier commits to a certain rate or rate schedule.

**Condition:** One of `serviceContractReference` or `contractQuotationReference` must be provided, but not both.",
"Booking / shipmentCutOffTimes",shipmentCutOffTimes,"ShipmentCutOffTime list",,,,,"A list of cut-off times provided by the carrier in the booking confirmation. A cut-off time indicates the latest deadline within which a task must be completed. The confirmed schedule cannot be guaranteed if a cut-off time is missed. Customs brokers may set additional cut-off times to receive the export customs documentation, which is not included in the shipment cut-off times of a carrier booking.

**Condition:** Mandatory and non-empty for a `CONFIRMED` Booking",
"Booking / shipmentCutOffTimes / cutOffDateTime",cutOffDateTime,"string(date-time)",yes,,,2024-09-04T09:41Z,"Actual cut-off time",
"Booking / shipmentCutOffTimes / cutOffDateTimeCode",cutOffDateTimeCode,string,yes,maxLength=3,,DCO,"Code for the cut-off time. Possible values are:
- `DCO` (Documentation cut-off)
- `VCO` (VGM cut-off)
- `FCO` (FCL delivery cut-off)
- `LCO` (LCL delivery cut-off) **Condition:** only when the `Receipt Type at Origin` is `CFS`
- `EFC` (Earliest full-container delivery date)",
"Booking / shipmentLocations",shipmentLocations,"ShipmentLocation list",yes,minItems=1,,,"A list of `Shipment Locations`",
"Booking / shipmentLocations / location",location,Location,yes,,,,"The location information.",
"Booking / shipmentLocations / location / address",address,Address,,,,,"Address of the location.",
"Booking / shipmentLocations / location / address / city",city,string,yes,maxLength=35,"^\S(?:.*\S)?$",Amsterdam,"The name of the city.",
"Booking / shipmentLocations / location / address / countryCode",countryCode,string,yes,"minLength=2
maxLength=2","^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"Booking / shipmentLocations / location / address / floor",floor,string,,maxLength=50,"^\S(?:.*\S)?$",N/A,"The floor of the street number.",
"Booking / shipmentLocations / location / address / POBox",POBox,string,,maxLength=20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"Booking / shipmentLocations / location / address / postCode",postCode,string,,maxLength=10,,"1047 HM","The post code.",
"Booking / shipmentLocations / location / address / stateRegion",stateRegion,string,,maxLength=65,,"North Holland","The name of the state/region.",
"Booking / shipmentLocations / location / address / street",street,string,yes,maxLength=70,,Ruijggoordweg,"The name of the street.",
"Booking / shipmentLocations / location / address / streetNumber",streetNumber,string,,maxLength=50,,100,"The number of the street.",
"Booking / shipmentLocations / location / facility",facility,Facility,,,,,"Facility information for the location.",
"Booking / shipmentLocations / location / facility / facilityCode",facilityCode,string,yes,maxLength=6,"^\S(?:.*\S)?$",ADT,"The code used for identifying the specific facility. This code does not include the UN Location Code.

The definition of the code depends on the `facilityCodeListProvider`. As code list providers maintain multiple codeLists the following codeList is used:

- `SMDG` (the codeList used is the [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/))
- `BIC` (the codeList used is the [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"Booking / shipmentLocations / location / facility / facilityCodeListProvider",facilityCodeListProvider,string,yes,,,SMDG,"The provider used for identifying the facility Code. Some facility codes are only defined in combination with an `UN Location Code`
- `BIC` (Requires a UN Location Code)
- `SMDG` (Requires a UN Location Code)",
"Booking / shipmentLocations / location / geoCoordinate",geoCoordinate,GeoCoordinate,,,,,"Geographic coordinate (latitude/longitude) of the location.",
"Booking / shipmentLocations / location / geoCoordinate / latitude",latitude,string,yes,maxLength=10,,48.85855,"Geographic coordinate that specifies the north–south position of a point on the Earth's surface.",
"Booking / shipmentLocations / location / geoCoordinate / longitude",longitude,string,yes,maxLength=11,,2.294492036,"Geographic coordinate that specifies the east–west position of a point on the Earth's surface.",
"Booking / shipmentLocations / location / locationName",locationName,string,,maxLength=100,"^\S(?:.*\S)?$","Port of Amsterdam","The name of the location.",
"Booking / shipmentLocations / location / UNLocationCode",UNLocationCode,string,,"minLength=5
maxLength=5","^[A-Z]{2}[A-Z2-9]{3}$",NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"Booking / shipmentLocations / locationTypeCode",locationTypeCode,string,yes,maxLength=3,,PRE,"Links to the Location Type Code defined by DCSA. Possible values are:
- `PRE` (Place of Receipt)
- `POL` (Port of Loading)
- `POD` (Port of Discharge)
- `PDE` (Place of Delivery)
- `PCF` (Pre-carriage From)
- `OIR` (Onward In-land Routing)
- `ORI` (Origin of goods)
- `IEL` (Container intermediate export stop off location)
- `PTP` (Prohibited transshipment port)
- `RTP` (Requested transshipment port)
- `FCD` (Full container drop-off location)",
"Booking / termsAndConditions",termsAndConditions,string,,maxLength=50000,,"Any reference in...","Carrier terms and conditions of transport.",
"Booking / transportDocumentReference","transportDocumentReference",string,,maxLength=20,"^\S(?:.*\S)?$",reserved-HHL123,"A unique reference allocated by the shipping line to the `Transport Document` that the booking concerns.",
"Booking / transportDocumentTypeCode","transportDocumentTypeCode",string,,,,SWB,"Specifies the type of the `Transport Document`. Possible values are:
- `BOL` (Bill of Lading)
- `SWB` (Sea Waybill)",
"Booking / transportPlan",transportPlan,"Transport list",,,,,"A list of `Transport` objects (legs) describing the entire transport plan including transshipments.

**Condition:** Mandatory and non-empty for a `CONFIRMED` Booking",
"Booking / transportPlan / carrierExportVoyageNumber","carrierExportVoyageNumber",string,,maxLength=50,"^\S(?:.*\S)?$",2103S,"The identifier of an export voyage. The carrier-specific identifier of the export Voyage.",
"Booking / transportPlan / carrierImportVoyageNumber","carrierImportVoyageNumber",string,,maxLength=50,"^\S(?:.*\S)?$",2103N,"The identifier of an import voyage. The carrier-specific identifier of the import Voyage.",
"Booking / transportPlan / carrierServiceCode",carrierServiceCode,string,,maxLength=11,"^\S(?:.*\S)?$",FE1,"The carrier-specific code of the service for which the schedule details are published.",
"Booking / transportPlan / dischargeLocation",dischargeLocation,DischargeLocation,yes,,,,"The discharge location for this transport leg.",
"Booking / transportPlan / dischargeLocation / address",address,Address,,,,,"Address of the location.",
"Booking / transportPlan / dischargeLocation / address / city",city,string,yes,maxLength=35,"^\S(?:.*\S)?$",Amsterdam,"The name of the city.",
"Booking / transportPlan / dischargeLocation / address / countryCode",countryCode,string,yes,"minLength=2
maxLength=2","^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"Booking / transportPlan / dischargeLocation / address / floor",floor,string,,maxLength=50,"^\S(?:.*\S)?$",N/A,"The floor of the street number.",
"Booking / transportPlan / dischargeLocation / address / POBox",POBox,string,,maxLength=20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"Booking / transportPlan / dischargeLocation / address / postCode",postCode,string,,maxLength=10,,"1047 HM","The post code.",
"Booking / transportPlan / dischargeLocation / address / stateRegion",stateRegion,string,,maxLength=65,,"North Holland","The name of the state/region.",
"Booking / transportPlan / dischargeLocation / address / street",street,string,yes,maxLength=70,,Ruijggoordweg,"The name of the street.",
"Booking / transportPlan / dischargeLocation / address / streetNumber",streetNumber,string,,maxLength=50,,100,"The number of the street.",
"Booking / transportPlan / dischargeLocation / facility",facility,Facility,,,,,"Facility information for the location.",
"Booking / transportPlan / dischargeLocation / facility / facilityCode",facilityCode,string,yes,maxLength=6,"^\S(?:.*\S)?$",ADT,"The code used for identifying the specific facility. This code does not include the UN Location Code.

The definition of the code depends on the `facilityCodeListProvider`. As code list providers maintain multiple codeLists the following codeList is used:

- `SMDG` (the codeList used is the [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/))
- `BIC` (the codeList used is the [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"Booking / transportPlan / dischargeLocation / facility / facilityCodeListProvider",facilityCodeListProvider,string,yes,,,SMDG,"The provider used for identifying the facility Code. Some facility codes are only defined in combination with an `UN Location Code`
- `BIC` (Requires a UN Location Code)
- `SMDG` (Requires a UN Location Code)",
"Booking / transportPlan / dischargeLocation / locationName",locationName,string,,maxLength=100,"^\S(?:.*\S)?$","Port of Amsterdam","The name of the location.",
"Booking / transportPlan / dischargeLocation / UNLocationCode",UNLocationCode,string,,"minLength=5
maxLength=5","^[A-Z]{2}[A-Z2-9]{3}$",NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"Booking / transportPlan / loadLocation",loadLocation,LoadLocation,yes,,,,"The load location for this transport leg.",
"Booking / transportPlan / loadLocation / address",address,Address,,,,,"Address of the location.",
"Booking / transportPlan / loadLocation / address / city",city,string,yes,maxLength=35,"^\S(?:.*\S)?$",Amsterdam,"The name of the city.",
"Booking / transportPlan / loadLocation / address / countryCode",countryCode,string,yes,"minLength=2
maxLength=2","^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"Booking / transportPlan / loadLocation / address / floor",floor,string,,maxLength=50,"^\S(?:.*\S)?$",N/A,"The floor of the street number.",
"Booking / transportPlan / loadLocation / address / POBox",POBox,string,,maxLength=20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"Booking / transportPlan / loadLocation / address / postCode",postCode,string,,maxLength=10,,"1047 HM","The post code.",
"Booking / transportPlan / loadLocation / address / stateRegion",stateRegion,string,,maxLength=65,,"North Holland","The name of the state/region.",
"Booking / transportPlan / loadLocation / address / street",street,string,yes,maxLength=70,,Ruijggoordweg,"The name of the street.",
"Booking / transportPlan / loadLocation / address / streetNumber",streetNumber,string,,maxLength=50,,100,"The number of the street.",
"Booking / transportPlan / loadLocation / facility",facility,Facility,,,,,"Facility information for the location.",
"Booking / transportPlan / loadLocation / facility / facilityCode",facilityCode,string,yes,maxLength=6,"^\S(?:.*\S)?$",ADT,"The code used for identifying the specific facility. This code does not include the UN Location Code.

The definition of the code depends on the `facilityCodeListProvider`. As code list providers maintain multiple codeLists the following codeList is used:

- `SMDG` (the codeList used is the [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/))
- `BIC` (the codeList used is the [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"Booking / transportPlan / loadLocation / facility / facilityCodeListProvider",facilityCodeListProvider,string,yes,,,SMDG,"The provider used for identifying the facility Code. Some facility codes are only defined in combination with an `UN Location Code`
- `BIC` (Requires a UN Location Code)
- `SMDG` (Requires a UN Location Code)",
"Booking / transportPlan / loadLocation / locationName",locationName,string,,maxLength=100,"^\S(?:.*\S)?$","Port of Amsterdam","The name of the location.",
"Booking / transportPlan / loadLocation / UNLocationCode",UNLocationCode,string,,"minLength=5
maxLength=5","^[A-Z]{2}[A-Z2-9]{3}$",NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"Booking / transportPlan / modeOfTransport",modeOfTransport,string,,maxLength=50,,VESSEL,"The mode of transport as defined by DCSA. The currently supported values include:
- `VESSEL` (Vessel)
- `RAIL` (Rail)
- `TRUCK` (Truck)
- `BARGE` (Barge)
- `MULTIMODAL` (if multiple modes are used)",
"Booking / transportPlan / plannedArrivalDate",plannedArrivalDate,"string(date)",yes,,,2021-05-19,"The planned date of arrival.",
"Booking / transportPlan / plannedDepartureDate",plannedDepartureDate,"string(date)",yes,,,2021-05-17,"The planned date of departure.",
"Booking / transportPlan / transportPlanStage",transportPlanStage,string,yes,,,PRC,"Code qualifying a specific stage of transport e.g. pre-carriage, main carriage transport or on-carriage transport
- `PRC` (Pre-Carriage)
- `MNC` (Main Carriage Transport)
- `ONC` (On-Carriage Transport)",
"Booking / transportPlan / transportPlanStageSequenceNumber","transportPlanStageSequenceNumber","integer(int32)",yes,,,5,"Sequence number of the transport plan stage",
"Booking / transportPlan / universalExportVoyageReference","universalExportVoyageReference",string,,"minLength=5
maxLength=5","^\d{2}[0-9A-Z]{2}[NEWSR]$",2103N,"A global unique voyage reference for the export Voyage, as per DCSA standard, agreed by VSA partners for the voyage. The voyage reference must match the regular expression pattern: `\d{2}[0-9A-Z]{2}[NEWSR]`
- `2 digits` for the year
- `2 alphanumeric characters` for the sequence number of the voyage
- `1 character` for the direction/haul (`N`orth, `E`ast, `W`est, `S`outh or `R`oundtrip).",
"Booking / transportPlan / universalImportVoyageReference","universalImportVoyageReference",string,,"minLength=5
maxLength=5","^\d{2}[0-9A-Z]{2}[NEWSR]$",2103N,"A global unique voyage reference for the import Voyage, as per DCSA standard, agreed by VSA partners for the voyage. The voyage reference must match the regular expression pattern: `\d{2}[0-9A-Z]{2}[NEWSR]`
- `2 digits` for the year
- `2 alphanumeric characters` for the sequence number of the voyage
- `1 character` for the direction/haul (`N`orth, `E`ast, `W`est, `S`outh or `R`oundtrip).",
"Booking / transportPlan / universalServiceReference","universalServiceReference",string,,"minLength=8
maxLength=8","^SR\d{5}[A-Z]$",SR12345A,"A global unique service reference, as per DCSA standard, agreed by VSA partners for the service. The service reference must match the regular expression pattern: `SR\d{5}[A-Z]`. The letters `SR` followed by `5 digits`, followed by a checksum-character as a capital letter from `A to Z`.",
"Booking / transportPlan / vesselIMONumber",vesselIMONumber,string,,"minLength=7
maxLength=8","^\d{7,8}$",9321483,"The unique reference for a registered Vessel. The reference is the International Maritime Organisation (IMO) number, also sometimes known as the Lloyd&apos;s register code, which does not change during the lifetime of the vessel",
"Booking / transportPlan / vesselName",vesselName,string,,maxLength=50,"^\S(?:.*\S)?$","King of the Seas","The name of the Vessel given by the Vessel Operator and registered with IMO.",
"Booking / universalExportVoyageReference","universalExportVoyageReference",string,,"minLength=5
maxLength=5","^\d{2}[0-9A-Z]{2}[NEWSR]$",2103N,"A global unique voyage reference for the export Voyage, as per DCSA standard, agreed by VSA partners for the voyage. The voyage reference must match the regular expression pattern: `\d{2}[0-9A-Z]{2}[NEWSR]`
- `2 digits` for the year
- `2 alphanumeric characters` for the sequence number of the voyage
- `1 character` for the direction/haul (`N`orth, `E`ast, `W`est, `S`outh or `R`oundtrip).

**Condition:** If `routingReference` is provided - this property MUST not be provided.",
"Booking / universalServiceReference","universalServiceReference",string,,"minLength=8
maxLength=8","^SR\d{5}[A-Z]$",SR12345A,"A global unique service reference, as per DCSA standard, agreed by VSA partners for the service. The service reference must match the regular expression pattern: `SR\d{5}[A-Z]`. The letters `SR` followed by `5 digits`, followed by a checksum-character as a capital letter from `A to Z`.

**Condition:** If `routingReference` is provided - this property MUST not be provided.",
"Booking / vessel",vessel,Vessel,,,,,"Vessels related to this booking request.

**Condition:** Mandatory if `carrierExportVoyageNumber` is provided and Vessel details or `carrierServiceCode` are blank",
"Booking / vessel / name",name,string,yes,maxLength=50,"^\S(?:.*\S)?$","King of the Seas","The name of the Vessel given by the Vessel Operator and registered with IMO.",
"Booking / vessel / vesselIMONumber",vesselIMONumber,string,,"minLength=7
maxLength=8","^\d{7,8}$",9321483,"The unique reference for a registered Vessel. The reference is the International Maritime Organisation (IMO) number, also sometimes known as the Lloyd&apos;s register code, which does not change during the lifetime of the vessel",
