Path,Attribute,Type,Required,Size,Pattern,Example,Description
"TransportDocument / utilizedTransportEquipments / activeReeferSettings / airExchangeUnit",airExchangeUnit,string,,,,MQH,"The unit for `airExchange` in metrics- or imperial- units per hour
- `MQH` (Cubic metre per hour)
- `FQH` (Cubic foot per hour)

**Condition:** Mandatory if `airExchange` is provided. If `airExchange` is not provided, this field must be empty."
"TransportDocument / utilizedTransportEquipments / activeReeferSettings / co2Setpoint",co2Setpoint,"number(float)",,"minimum=0
maximum=100",,25,"The percentage of the controlled atmosphere CO<sub>2</sub> target value"
"TransportDocument / utilizedTransportEquipments / activeReeferSettings / humiditySetpoint",humiditySetpoint,"number(float)",,"minimum=0
maximum=100",,95.6,"The percentage of the controlled atmosphere humidity target value"
"TransportDocument / utilizedTransportEquipments / activeReeferSettings / isBulbMode",isBulbMode,boolean,,,,true,"Is special container setting for handling flower bulbs active"
"TransportDocument / utilizedTransportEquipments / activeReeferSettings / isColdTreatmentRequired",isColdTreatmentRequired,boolean,,,,true,"Indicator whether cargo requires cold treatment prior to loading at origin or during transit, but prior arrival at POD"
"TransportDocument / utilizedTransportEquipments / activeReeferSettings / isControlledAtmosphereRequired","isControlledAtmosphereRequired",boolean,,,,true,"Indicator of whether cargo requires Controlled Atmosphere."
"TransportDocument / utilizedTransportEquipments / activeReeferSettings / isDrainholesOpen",isDrainholesOpen,boolean,,,,true,"Is drain holes open on the container"
"TransportDocument / utilizedTransportEquipments / activeReeferSettings / isVentilationOpen",isVentilationOpen,boolean,,,,true,"If `true` the ventilation orifice is `Open` - if `false` the ventilation orifice is `closed`"
"TransportDocument / utilizedTransportEquipments / activeReeferSettings / o2Setpoint",o2Setpoint,"number(float)",,"minimum=0
maximum=100",,25,"The percentage of the controlled atmosphere O<sub>2</sub> target value"
"TransportDocument / utilizedTransportEquipments / activeReeferSettings / temperatureSetpoint",temperatureSetpoint,"number(float)",,,,-15,"Target value of the temperature for the Reefer based on the cargo requirement."
"TransportDocument / utilizedTransportEquipments / activeReeferSettings / temperatureUnit",temperatureUnit,string,,,,CEL,"The unit for temperature in Celsius or Fahrenheit

- `CEL` (Celsius)
- `FAH` (Fahrenheit)

**Condition:** Mandatory if `temperatureSetpoint` is provided. If `temperatureSetpoint` is not provided, this field must be empty."
"TransportDocument / utilizedTransportEquipments / customsReferences",customsReferences,"CustomsReference list",,,,,"A list of `Customs references`"
"TransportDocument / utilizedTransportEquipments / customsReferences / countryCode",countryCode,string,yes,"minLength=2
maxLength=2","^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)"
"TransportDocument / utilizedTransportEquipments / customsReferences / type",type,string,yes,maxLength=50,"^\S(?:.*\S)?$",CUS,"The reference type code as defined in the relevant customs jurisdiction."
"TransportDocument / utilizedTransportEquipments / customsReferences / values",values,"string list",yes,"minItems=1
maxLength=35","^\S(?:.*\S)?$",,"
Item description:
The value of the `customsReference`"
"TransportDocument / utilizedTransportEquipments / equipment",equipment,Equipment,yes,,,,"The container or transport equipment used."
"TransportDocument / utilizedTransportEquipments / equipment / equipmentReference",equipmentReference,string,yes,maxLength=11,"^\S(?:.*\S)?$",APZU4812090,"The unique identifier for the equipment, which should follow the BIC ISO Container Identification Number where possible.
According to [ISO 6346](https://www.iso.org/standard/83558.html), a container identification code consists of a 4-letter prefix and a 7-digit number (composed of a 3-letter owner code, a category identifier, a serial number, and a check-digit).

If a container does not comply with [ISO 6346](https://www.iso.org/standard/83558.html), it is suggested to follow [Recommendation #2: Containers with non-ISO identification](https://smdg.org/documents/smdg-recommendations) from SMDG."
"TransportDocument / utilizedTransportEquipments / equipment / ISOEquipmentCode",ISOEquipmentCode,string,,maxLength=4,"^\S(?:.*\S)?$",22G1,"Unique code for the different equipment size and type used to transport commodities. The code can refer to one of ISO size type (e.g. 22G1) or ISO type group (e.g. 22GP) following the [ISO 6346](https://www.iso.org/standard/83558.html) standard."
"TransportDocument / utilizedTransportEquipments / equipment / tareWeight",tareWeight,TareWeight,,,,,"The weight of an empty container (gross container weight)."
"TransportDocument / utilizedTransportEquipments / equipment / tareWeight / unit",unit,string,yes,,,KGM,"The unit of measure which can be expressed in imperial or metric terms
- `KGM` (Kilograms)
- `LBR` (Pounds)"
"TransportDocument / utilizedTransportEquipments / equipment / tareWeight / value",value,"number(float)",yes,minimum=0,,4800,"The weight of an empty container (gross container weight)."
"TransportDocument / utilizedTransportEquipments / isNonOperatingReefer",isNonOperatingReefer,boolean,,,,false,"If the equipment is a Reefer Container then setting this attribute will indicate that the container should be treated as a `DRY` container.

**Condition:** Only applicable if `ISOEquipmentCode` shows a Reefer type."
"TransportDocument / utilizedTransportEquipments / isShipperOwned",isShipperOwned,boolean,yes,,,true,"Indicates whether the container is shipper owned (SOC)."
"TransportDocument / utilizedTransportEquipments / references",references,"Reference list",,,,,"A list of `References`"
"TransportDocument / utilizedTransportEquipments / references / type",type,string,yes,maxLength=3,,CR,"The reference type codes defined by DCSA. Possible values are:
- `CR` (Customer’s Reference)
- `AKG` (Vehicle Identification Number)"
"TransportDocument / utilizedTransportEquipments / references / value",value,string,yes,maxLength=35,"^\S(?:.*\S)?$",HHL00103004,"The value of the reference."
"TransportDocument / utilizedTransportEquipments / seals",seals,"Seal list",yes,minItems=1,,,"A list of `Seals`"
"TransportDocument / utilizedTransportEquipments / seals / number",number,string,yes,maxLength=15,,VET123,"Identifies a seal affixed to the container."
"TransportDocument / utilizedTransportEquipments / seals / source",source,string,,,,CUS,"The source of the seal, namely who has affixed the seal.
- `CAR` (Carrier)
- `SHI` (Shipper)
- `VET` (Veterinary)
- `CUS` (Customs)

**Condition:** Seal source may be required depending on the type of commodity being shipped."
"TransportDocument / utilizedTransportEquipments / shippingMarks",shippingMarks,"string list",,"maxItems=50
maxLength=35",,,"A list of the `ShippingMarks` applicable to this `UtilizedTransportEquipment`

**Condition:** The order of the items in this array **MUST** be preserved as by the provider of the API.
Item description:
The identifying details of a package or the actual markings that appear on the package(s). This information is provided by the customer."
